age,age_spouse,citizen,ethnicity,female,forborn,ftfy,hispanic,income_spouse,incwage,major,marrspp,metro,nchild,nchlt5,race,region,single,south,speakeng,years_usa,yrmarr
27,,1,"White",1,0,1,0,,45000,"Business",0,1,0,0,"White","West",1,0,1,27,0
26,,0,"White",0,1,1,0,,34000,"Business",0,1,0,0,"White","West",1,0,1,6,0
30,,0,"Hispanic",0,1,1,1,,18000,"Other",0,0,0,0,"Black","West",1,0,1,3,0
26,,1,"Other",0,0,1,0,,20000,"Other",0,0,0,0,"Other","West",1,0,1,26,0
48,,1,"White",1,0,0,0,,21400,"Engineering",0,0,0,0,"White","West",1,0,1,48,0
29,,1,"White",1,0,1,0,,50000,"Social sciences",0,1,0,0,"White","West",1,0,1,29,0
45,,0,"White",0,1,0,0,,9900,"Social sciences",0,0,0,0,"White","West",0,0,1,10,2004
39,43,1,"White",0,0,1,0,0,175000,"Business",1,1,4,1,"White","West",0,0,1,39,1996
54,51,1,"White",0,0,1,0,53400,52000,"Engineering",1,1,2,0,"White","West",0,0,1,54,1983
40,38,1,"White",0,0,0,0,31996,45500,"Humanities",1,1,2,1,"White","West",0,0,1,40,2001
28,,1,"Hispanic",0,0,1,1,,44000,"Social sciences",0,1,0,0,"White","West",1,0,1,28,0
43,40,1,"White",0,0,1,0,30000,75000,"Social sciences",1,1,2,0,"White","West",0,0,1,43,2000
46,,1,"White",0,0,1,0,,67000,"Social sciences",0,1,0,0,"White","West",1,0,1,46,0
44,42,1,"Hispanic",1,0,1,1,160000,87000,"Business",1,1,0,0,"White","West",0,0,1,44,2008
32,25,1,"White",0,0,1,0,30000,150000,"Engineering",1,1,0,0,"White","West",0,0,1,32,2009
40,42,1,"White",1,0,0,0,68000,25000,"Business",1,1,1,0,"White","West",0,0,1,40,2006
46,,1,"White",0,0,1,0,,57000,"Other",0,1,0,0,"White","West",1,0,1,46,0
27,34,1,"Asian",1,1,0,0,25100,17000,"Business",1,1,0,0,"Asian","West",0,0,1,24,2009
47,48,1,"White",0,0,1,0,75000,110000,"Engineering",1,1,0,0,"White","West",0,0,1,47,1989
48,47,1,"White",1,0,1,0,110000,75000,"Engineering",1,1,0,0,"White","West",0,0,1,48,1989
29,,1,"White",0,0,0,0,,38200,"Business",0,1,0,0,"White","West",1,0,1,29,0
29,,1,"White",0,0,1,0,,60000,"Humanities",0,1,0,0,"White","West",1,0,1,29,0
29,28,1,"White",0,0,1,0,90010,80000,"Social sciences",1,1,1,1,"White","West",0,0,1,29,2004
53,50,1,"White",0,0,1,0,45000,64000,"Humanities",1,1,0,0,"White","West",0,0,1,53,1988
50,53,1,"White",1,0,1,0,64000,45000,"Education",1,1,0,0,"White","West",0,0,1,50,1988
30,,1,"White",1,0,1,0,,33000,"Humanities",0,1,0,0,"White","West",1,0,1,30,0
42,44,1,"Hispanic",1,1,1,1,4600,12000,"Education",1,0,4,0,"White","West",0,0,1,12,1992
26,28,1,"White",1,0,1,0,38000,30000,"Health",1,1,0,0,"White","West",0,0,1,26,2011
31,34,1,"White",1,0,1,0,93900,62000,"Business",1,1,2,2,"White","West",0,0,1,31,2005
43,51,1,"Asian",1,0,1,0,60000,47000,"Humanities",1,1,0,0,"Asian","Northeast",0,0,1,43,1999
51,43,1,"White",0,0,1,0,47000,60000,"Humanities",1,1,0,0,"White","Northeast",0,0,1,51,1999
50,,1,"White",0,0,1,0,,92000,"Engineering",0,1,0,0,"White","Northeast",1,0,1,50,0
45,,0,"White",1,1,1,0,,110000,"Business",0,0,0,0,"White","Northeast",1,0,1,12,0
38,37,1,"White",0,0,1,0,0,196000,"Social sciences",1,1,2,1,"White","Northeast",0,0,1,38,2003
42,43,1,"White",0,0,1,0,3600,107000,"Humanities",1,1,2,0,"White","Northeast",0,0,1,42,2002
42,38,1,"White",0,0,1,0,85000,116000,"Engineering",1,1,1,1,"White","Northeast",0,0,1,42,2002
38,42,1,"White",1,0,1,0,116000,85000,"Humanities",1,1,1,1,"White","Northeast",0,0,1,38,2002
54,59,1,"White",1,0,0,0,60000,5400,"Social sciences",1,1,1,0,"White","Northeast",0,0,1,54,1982
33,33,1,"White",1,0,1,0,57000,75000,"Social sciences",1,0,1,1,"White","Northeast",0,0,1,33,2003
33,33,1,"White",0,0,1,0,75000,57000,"Social sciences",1,0,1,1,"White","Northeast",0,0,1,33,2003
35,31,1,"White",0,0,1,0,577000,300000,"Social sciences",1,1,0,0,"White","Northeast",0,0,1,35,2007
31,35,1,"White",1,0,1,0,300000,577000,"Business",1,1,0,0,"White","Northeast",0,0,1,31,2007
50,,1,"White",0,0,1,0,,107000,"Humanities",0,1,0,0,"White","Northeast",1,0,1,50,0
38,42,1,"White",1,0,0,0,92000,3000,"Education",1,1,1,0,"White","Northeast",0,0,1,38,1999
29,28,1,"White",1,0,0,0,58000,40000,"Business",1,0,0,0,"White","Northeast",0,0,1,29,2010
28,,1,"White",1,0,1,0,,50000,"Education",0,1,0,0,"White","Northeast",1,0,1,28,0
36,36,1,"White",1,0,0,0,30000,54000,"Health",1,1,2,2,"White","Northeast",0,0,1,36,2009
36,36,1,"White",0,0,1,0,54000,30000,"Humanities",1,1,2,2,"White","Northeast",0,0,1,36,2009
28,,1,"White",0,0,1,0,,65000,"Engineering",0,0,0,0,"White","Northeast",1,0,1,28,0
28,,1,"White",0,0,1,0,,22000,"Humanities",0,1,0,0,"White","Northeast",1,0,1,28,0
43,43,1,"White",1,0,0,0,130000,2000,"Social sciences",1,1,2,0,"White","Northeast",0,0,1,43,1994
43,43,1,"White",0,0,1,0,2000,130000,"Social sciences",1,1,2,0,"White","Northeast",0,0,1,43,1994
43,43,1,"White",1,0,0,0,115000,12000,"Humanities",1,1,3,0,"White","Northeast",0,0,1,43,1993
43,43,1,"White",0,0,1,0,22000,115000,"Social sciences",1,1,3,0,"White","Northeast",0,0,1,43,1993
30,35,1,"White",1,0,0,0,104060,80000,"Natural sciences",1,0,1,1,"White","Northeast",0,0,1,30,2005
50,,1,"White",1,0,1,0,,80000,"Natural sciences",0,0,0,0,"White","Northeast",1,0,1,50,0
44,,1,"White",1,0,1,0,,66000,"Business",0,1,1,0,"White","Northeast",1,0,1,44,0
28,,1,"White",0,0,0,0,,150000,"Natural sciences",0,1,0,0,"White","Northeast",1,0,1,28,0
27,,1,"White",1,0,0,0,,4000,"Humanities",0,1,0,0,"White","Northeast",1,0,1,27,0
27,,1,"White",1,0,0,0,,3000,"Education",0,1,0,0,"White","Northeast",1,0,1,27,0
26,,1,"White",1,0,0,0,,5000,"Humanities",0,1,0,0,"White","Northeast",1,0,1,26,0
28,,1,"White",0,0,1,0,,35000,"Humanities",0,1,0,0,"White","Northeast",1,0,1,28,0
25,,1,"White",0,0,1,0,,30000,"Social sciences",0,1,0,0,"White","Northeast",1,0,1,25,0
52,47,1,"White",0,0,1,0,35000,150000,"Education",1,1,0,0,"White","Northeast",0,0,1,52,2008
40,,1,"White",0,0,1,0,,577000,"Social sciences",0,1,2,0,"White","Northeast",0,0,1,40,2003
46,45,1,"White",0,0,1,0,95000,135000,"Engineering",1,1,1,0,"White","Northeast",0,0,1,46,1992
47,,1,"Black",1,0,1,0,,50000,"Public service",0,1,1,0,"Black","Northeast",0,0,1,47,1981
32,33,1,"White",0,0,1,0,0,85000,"Engineering",1,0,3,1,"White","Northeast",0,0,1,32,2000
32,,1,"Black",1,1,1,0,,60000,"Business",0,1,0,0,"Black","Northeast",1,0,1,20,0
50,51,1,"White",0,0,1,0,0,100000,"Business",1,1,7,0,"White","Northeast",0,0,1,50,1981
28,,1,"White",1,0,0,0,,2000,"Health",0,1,2,2,"White","Northeast",0,0,1,28,2006
25,,1,"White",0,0,1,0,,35000,"Engineering",0,1,0,0,"White","Northeast",0,0,1,25,2006
53,56,1,"White",0,0,1,0,66000,95000,"Business",1,1,0,0,"White","Northeast",0,0,1,53,2004
48,49,1,"White",1,0,1,0,79000,53000,"Education",1,1,3,0,"White","Northeast",0,0,1,48,1993
49,48,1,"White",0,0,0,0,53000,79000,"Education",1,1,3,0,"White","Northeast",0,0,1,49,1993
50,,1,"White",0,0,1,0,,577000,"Business",0,1,0,0,"White","Northeast",0,0,1,50,1987
50,,1,"White",1,0,1,0,,100000,"Business",0,1,0,0,"White","Northeast",0,0,1,50,1985
53,51,1,"White",1,0,1,0,1200,105000,"Health",1,0,1,0,"White","Northeast",0,0,1,53,1981
27,,1,"White",0,0,0,0,,26300,"Engineering",0,0,0,0,"White","Northeast",1,0,1,27,0
51,,1,"White",0,0,1,0,,105000,"Technical",0,0,0,0,"White","Northeast",1,0,1,51,0
49,53,1,"White",1,0,1,0,52000,72000,"Social sciences",1,1,0,0,"White","Northeast",0,0,1,49,1991
46,51,1,"White",1,0,1,0,61000,83000,"Education",1,1,2,0,"White","Northeast",0,0,1,46,1994
30,,1,"White",0,0,1,0,,60000,"Business",0,0,0,0,"White","Northeast",1,0,1,30,0
41,49,1,"White",1,0,1,0,78000,28000,"Education",1,1,3,1,"White","Northeast",0,0,1,41,1997
52,54,1,"White",1,0,1,0,70000,64000,"Social sciences",1,0,0,0,"White","Northeast",0,0,1,52,1982
42,41,1,"Asian",1,1,0,0,60000,60000,"Health",1,1,2,0,"Asian","Northeast",0,0,1,18,1995
41,42,1,"Asian",0,1,0,0,60000,60000,"Health",1,1,2,0,"Asian","Northeast",0,0,1,18,1995
37,38,1,"White",1,0,0,0,70600,13300,"Social sciences",1,0,2,0,"White","Northeast",0,0,1,37,2002
50,54,1,"White",1,0,0,0,200000,6000,"Social sciences",1,1,2,0,"White","Northeast",0,0,1,50,1987
54,50,1,"White",0,0,1,0,6000,200000,"Business",1,1,2,0,"White","Northeast",0,0,1,54,1987
54,57,1,"White",1,0,0,0,100500,71000,"Other",1,1,1,0,"White","Northeast",0,0,1,54,1983
41,41,0,"Asian",0,1,1,0,0,150000,"Engineering",1,0,2,2,"Asian","Northeast",0,0,1,5,2003
44,43,1,"White",0,0,1,0,0,577000,"Engineering",1,1,3,0,"White","Northeast",0,0,1,44,1991
43,45,1,"Hispanic",1,0,0,1,19000,18000,"Education",1,0,4,0,"White","Northeast",0,0,1,43,1990
49,47,1,"White",1,0,0,0,125100,6000,"Health",1,0,1,0,"White","Northeast",0,0,1,49,2002
35,32,1,"White",0,0,1,0,5000,54000,"Business",1,1,2,0,"White","Northeast",0,0,1,35,2003
50,47,1,"White",0,0,1,0,85000,35000,"Social sciences",1,0,1,0,"White","Northeast",0,0,1,50,1989
53,55,1,"White",1,0,1,0,90000,50000,"Health",1,0,1,0,"White","Northeast",0,0,1,53,1980
53,54,1,"White",1,0,1,0,55000,68000,"Health",1,1,0,0,"White","Northeast",0,0,1,53,1981
54,52,0,"Hispanic",0,1,1,1,12000,18000,"Social sciences",1,1,1,0,"White","Northeast",0,0,1,12,1979
53,51,1,"White",0,0,1,0,84000,116000,"Other",1,0,0,0,"White","Northeast",0,0,1,53,1983
51,53,1,"White",1,0,1,0,127200,84000,"Other",1,0,0,0,"White","Northeast",0,0,1,51,1983
41,42,1,"White",0,0,1,0,70000,70000,"Business",1,1,2,0,"White","Northeast",0,0,1,41,1994
25,,1,"White",1,0,1,0,,33000,"Social sciences",0,1,0,0,"White","Northeast",1,0,1,25,0
45,,1,"White",0,0,1,0,,35000,"Humanities",0,1,0,0,"White","Northeast",0,0,1,45,2005
50,,1,"White",0,0,0,0,,150000,"Business",0,1,0,0,"White","Northeast",0,0,1,50,1991
34,32,1,"White",0,0,1,0,0,90000,"Engineering",1,0,1,1,"White","Northeast",0,0,1,34,2007
29,36,1,"White",0,0,1,0,60000,75000,"Natural sciences",1,0,1,1,"White","Northeast",0,0,1,29,2007
35,,1,"White",1,1,1,0,,100000,"Health",0,0,0,0,"White","Northeast",1,0,1,29,0
43,41,1,"White",0,0,1,0,5090,115000,"Engineering",1,0,2,0,"White","Northeast",0,0,1,43,1992
41,43,1,"White",1,0,0,0,115190,4900,"Humanities",1,0,2,0,"White","Northeast",0,0,1,41,1992
27,,1,"Asian",1,1,1,0,,50000,"Business",0,1,0,0,"Asian","Northeast",0,0,1,7,2008
29,,1,"White",0,0,0,0,,20000,"Humanities",0,1,0,0,"White","Northeast",1,0,1,29,0
43,40,1,"White",0,0,1,0,0,183000,"Business",1,1,1,1,"White","Northeast",0,0,1,43,2005
43,46,1,"White",0,0,0,0,608200,60000,"Public service",1,1,2,0,"White","Northeast",0,0,1,43,1999
51,61,1,"White",1,0,1,0,55000,31000,"Education",1,1,2,0,"White","Northeast",0,0,1,51,1988
42,40,1,"White",0,0,1,0,2100,577000,"Humanities",1,1,3,0,"White","Northeast",0,0,1,42,1997
30,,1,"White",1,0,0,0,,1900,"Social sciences",0,0,1,0,"White","Northeast",1,0,1,30,0
50,,1,"White",1,0,1,0,,70000,"Humanities",0,1,0,0,"White","Northeast",1,0,1,50,0
26,,1,"White",1,0,0,0,,6000,"Other",0,1,0,0,"White","Northeast",1,0,1,26,0
42,48,1,"White",1,0,1,0,92000,97000,"Natural sciences",1,1,1,0,"White","Northeast",0,0,1,42,1989
48,42,1,"White",0,0,1,0,97000,92000,"Engineering",1,1,1,0,"White","Northeast",0,0,1,48,1989
37,36,1,"White",1,0,1,0,175000,75000,"Business",1,0,0,0,"White","Northeast",0,0,1,37,2005
30,,1,"White",0,0,0,0,,10000,"Engineering",0,1,0,0,"White","Northeast",1,0,1,30,0
53,,1,"White",1,1,1,0,,95000,"Business",0,1,2,0,"White","Northeast",0,0,1,51,1980
54,55,1,"White",1,0,1,0,34000,78000,"Humanities",1,1,1,0,"White","Northeast",0,0,1,54,1979
29,26,0,"Asian",0,1,1,0,0,72000,"Engineering",1,1,0,0,"Asian","Northeast",0,0,1,5,2008
54,38,1,"White",0,0,1,0,50000,95000,"Business",1,1,0,0,"White","Northeast",0,0,1,54,2009
38,54,1,"White",1,0,1,0,138000,50000,"Other",1,1,0,0,"White","Northeast",0,0,1,38,2009
53,52,1,"White",0,0,1,0,0,160000,"Business",1,1,2,0,"White","Northeast",0,0,1,53,1993
46,,1,"Asian",1,0,0,0,,35000,"Health",0,0,0,0,"Asian","Northeast",0,0,1,46,1986
32,32,1,"White",1,0,1,0,60000,40000,"Social sciences",1,1,0,0,"White","Northeast",0,0,1,32,2010
30,,1,"White",0,0,1,0,,52000,"Business",0,1,0,0,"White","South",1,1,1,30,0
41,40,1,"White",1,0,0,0,72000,47000,"Health",1,1,2,0,"White","South",0,1,1,41,1992
52,56,1,"Black",1,0,1,0,80000,80000,"Business",1,1,0,0,"Black","South",0,1,1,52,1990
27,,1,"White",1,0,0,0,,8800,"Public service",0,1,0,0,"White","South",1,1,1,27,0
32,32,1,"White",0,0,1,0,0,45000,"Social sciences",1,1,1,1,"White","South",0,1,1,32,2001
45,45,1,"White",0,0,1,0,108200,62000,"Engineering",1,1,2,0,"White","South",0,1,1,45,1991
45,45,1,"White",1,0,1,0,62600,102000,"Natural sciences",1,1,2,0,"White","South",0,1,1,45,1991
40,44,1,"White",1,0,1,0,77000,49000,"Education",1,1,3,0,"White","South",0,1,1,40,2003
42,41,0,"White",1,1,1,0,0,83000,"Health",1,1,1,0,"White","South",0,1,1,34,2010
51,,1,"White",0,0,1,0,,84000,"Engineering",0,1,0,0,"White","South",0,1,1,51,1987
26,,1,"White",0,0,0,0,,5800,"Humanities",0,1,0,0,"White","South",1,1,1,26,0
26,,1,"White",1,0,1,0,,8000,"Humanities",0,1,0,0,"White","South",1,1,1,26,0
27,,1,"White",0,0,0,0,,8000,"Humanities",0,1,0,0,"White","South",1,1,1,27,0
32,36,1,"White",1,0,1,0,75000,40000,"Business",1,1,1,1,"White","South",0,1,1,32,2006
27,27,1,"White",1,0,1,0,190000,60000,"Humanities",1,1,0,0,"White","South",0,1,1,27,2011
27,27,1,"White",0,0,1,0,67000,190000,"Social sciences",1,1,0,0,"White","South",0,1,1,27,2011
29,,1,"White",1,0,0,0,,4400,"Humanities",0,1,0,0,"White","South",1,1,1,29,0
25,,1,"White",1,0,1,0,,33000,"Social sciences",0,1,0,0,"White","South",1,1,1,25,0
35,,1,"Asian",1,1,0,0,,64000,"Natural sciences",0,1,0,0,"Asian","South",1,1,1,29,0
28,,0,"Asian",1,1,1,0,,80000,"Humanities",0,1,0,0,"Asian","South",1,1,1,9,0
52,,1,"Black",1,0,0,0,,42000,"Business",0,1,0,0,"Black","South",0,1,1,52,1977
36,,1,"White",0,0,0,0,,20000,"Business",0,1,0,0,"White","South",1,1,1,36,0
29,,1,"Black",0,0,1,0,,70000,"Social sciences",0,1,0,0,"Black","South",1,1,1,29,0
26,,1,"White",1,0,0,0,,30700,"Social sciences",0,1,0,0,"White","South",1,1,1,26,0
25,,1,"Hispanic",1,0,0,1,,3000,"Humanities",0,1,0,0,"White","South",1,1,1,25,0
44,44,1,"Black",1,0,0,0,87000,17200,"Business",1,1,1,0,"Black","South",0,1,1,44,2001
41,,1,"White",0,0,1,0,,49000,"Social sciences",0,1,0,0,"White","South",1,1,1,41,0
49,,1,"White",1,0,1,0,,80000,"Social sciences",0,1,0,0,"White","South",0,1,1,49,1988
28,,1,"White",0,0,1,0,,65000,"Public service",0,1,0,0,"White","South",1,1,1,28,0
51,56,1,"White",1,0,1,0,146000,82000,"Other",1,1,0,0,"White","South",0,1,1,51,2002
29,,1,"White",1,0,1,0,,59000,"Social sciences",0,1,0,0,"White","South",1,1,1,29,0
28,,1,"White",0,0,0,0,,35500,"Social sciences",0,1,0,0,"White","South",1,1,1,28,0
39,36,1,"White",0,0,1,0,0,175000,"Engineering",1,1,3,1,"White","South",0,1,1,39,1999
45,45,1,"Black",0,1,1,0,3000,85000,"Engineering",1,1,2,0,"Black","South",0,1,1,10,1992
45,45,1,"Black",1,1,0,0,85260,3000,"Business",1,1,2,0,"Black","South",0,1,1,10,1992
36,37,1,"White",0,0,1,0,0,45000,"Humanities",1,1,4,1,"White","South",0,1,1,36,1999
42,47,1,"White",1,0,0,0,50000,12000,"Social sciences",1,1,2,2,"White","South",0,1,1,42,2001
38,39,1,"White",0,0,1,0,63000,68000,"Business",1,1,0,0,"White","South",0,1,1,38,2009
49,48,1,"White",1,0,0,0,111800,6500,"Health",1,1,2,0,"White","South",0,1,1,49,1985
31,28,1,"Asian",0,1,1,0,32500,58000,"Business",1,1,0,0,"Asian","South",0,1,1,18,2009
47,45,1,"Hispanic",1,1,1,1,45000,32000,"Business",1,1,1,0,"White","South",0,1,1,33,1992
48,46,1,"Hispanic",0,1,0,1,0,500,"Education",1,1,2,0,"White","South",0,1,1,17,1985
43,45,0,"Hispanic",1,1,0,1,50000,20000,"Education",1,1,2,0,"White","South",0,1,1,11,2001
52,49,1,"Hispanic",0,1,0,1,0,30200,"Engineering",1,1,1,0,"White","South",0,1,1,11,1983
52,50,1,"White",0,0,1,0,18000,340000,"Education",1,1,0,0,"White","South",0,1,1,52,1981
50,52,1,"White",1,0,1,0,340000,18000,"Social sciences",1,1,0,0,"White","South",0,1,1,50,1981
53,51,1,"White",0,0,1,0,90000,75000,"Business",1,1,1,0,"White","South",0,1,1,53,1984
48,,0,"White",0,1,1,0,,20000,"Business",0,1,1,0,"White","South",0,1,1,10,1989
36,36,1,"White",1,0,0,0,25000,900,"Humanities",1,1,2,0,"White","South",0,1,1,36,1999
46,52,1,"White",1,0,1,0,40000,100000,"Business",1,1,1,0,"White","South",0,1,1,46,1992
44,28,1,"Hispanic",0,1,1,1,28000,45000,"Social sciences",1,1,1,1,"White","South",0,1,1,28,2005
31,30,1,"White",0,0,1,0,0,80000,"Technical",1,1,3,3,"White","South",0,1,1,31,2006
42,42,1,"White",1,0,1,0,27000,35000,"Business",1,1,2,0,"White","South",0,1,1,42,1993
33,30,1,"Hispanic",0,1,0,1,0,45000,"Engineering",1,1,3,2,"White","South",0,1,1,10,2000
32,,1,"White",1,0,1,0,,14000,"Education",0,1,0,0,"White","South",0,1,1,32,1998
53,,1,"White",1,0,1,0,,51000,"Humanities",0,1,0,0,"White","South",1,1,1,53,0
36,,1,"White",0,0,0,0,,4000,"Social sciences",0,1,0,0,"White","South",0,1,1,36,2006
50,,1,"White",0,0,1,0,,70000,"Engineering",0,1,0,0,"White","South",1,1,1,50,0
44,42,1,"White",0,0,1,0,30000,71000,"Business",1,1,1,0,"White","South",0,1,1,44,1990
54,52,1,"White",0,0,1,0,0,102000,"Social sciences",1,1,2,0,"White","South",0,1,1,54,1980
27,39,1,"White",1,0,1,0,85000,18700,"Business",1,1,0,0,"White","South",0,1,1,27,2010
39,27,1,"White",0,0,1,0,19010,85000,"Business",1,1,0,0,"White","South",0,1,1,39,2010
54,51,1,"White",1,0,1,0,1600,90000,"Business",1,1,0,0,"White","South",0,1,1,54,2005
29,26,1,"White",0,0,1,0,39600,30000,"Humanities",1,1,0,0,"White","South",0,1,1,29,2010
49,50,1,"White",1,0,0,0,150000,17000,"Health",1,1,0,0,"White","South",0,1,1,49,1984
37,40,1,"White",0,0,1,0,10000,100000,"Technical",1,1,2,1,"White","South",0,1,1,37,1999
43,40,1,"White",0,0,1,0,600,125000,"Humanities",1,1,2,2,"White","South",0,1,1,43,1996
33,38,1,"White",1,0,0,0,92000,1000,"Business",1,1,1,0,"White","South",0,1,1,33,1998
29,,0,"White",1,1,0,0,,10000,"Business",0,1,0,0,"White","South",0,1,1,8,2005
28,,1,"Black",0,0,0,0,,80000,"Other",0,1,0,0,"Black","South",0,1,1,28,2006
27,,1,"White",1,0,0,0,,14000,"Social sciences",0,1,0,0,"White","South",1,1,1,27,0
48,48,1,"White",1,0,0,0,75000,22000,"Business",1,1,2,0,"White","South",0,1,1,48,1985
29,28,1,"White",0,0,1,0,40000,40000,"Education",1,0,1,1,"White","South",0,1,1,29,2005
30,,1,"White",1,0,1,0,,41000,"Social sciences",0,1,0,0,"White","South",1,1,1,30,0
42,,1,"White",1,0,0,0,,18400,"Social sciences",0,1,1,0,"White","South",0,1,1,42,1990
48,52,1,"Hispanic",0,0,1,1,27600,40000,"Technical",1,0,0,0,"White","South",0,1,1,48,1984
38,49,1,"Other",1,1,0,0,5000,500,"Social sciences",1,1,2,0,"Other","South",0,1,1,10,1995
44,46,1,"White",0,0,1,0,22000,101000,"Education",1,1,2,0,"White","South",0,1,1,44,1991
42,,1,"White",1,0,1,0,,75000,"Social sciences",0,1,1,0,"White","South",1,1,1,42,0
31,,1,"White",0,0,1,0,,66000,"Engineering",0,1,0,0,"White","South",1,1,1,31,0
44,31,1,"Hispanic",0,1,1,1,0,44600,"Business",1,1,0,0,"White","South",0,1,1,27,2004
38,,1,"Hispanic",1,1,1,1,,30200,"Business",0,1,4,1,"White","South",0,1,1,27,1995
36,46,1,"Hispanic",1,1,0,1,90290,22000,"Business",1,1,1,1,"White","South",0,1,1,12,2001
40,46,1,"Black",0,0,1,0,5500,60000,"Public service",1,1,1,0,"Black","South",0,1,1,40,2009
53,,1,"White",1,0,0,0,,16000,"Health",0,1,0,0,"White","South",1,1,1,53,0
41,39,1,"White",1,0,0,0,56000,48000,"Education",1,1,2,0,"White","South",0,1,1,41,1993
39,41,1,"White",0,0,1,0,48000,56000,"Natural sciences",1,1,2,0,"White","South",0,1,1,39,1993
44,42,1,"Hispanic",0,0,1,1,28000,100000,"Business",1,1,2,0,"White","South",0,1,1,44,1992
45,45,1,"Hispanic",0,1,1,1,45000,95000,"Business",1,1,1,0,"White","South",0,1,1,31,1996
37,36,1,"White",0,0,1,0,0,100000,"Humanities",1,1,2,1,"White","South",0,1,1,37,2001
54,,0,"Asian",1,1,1,0,,45000,"Engineering",0,1,0,0,"Asian","South",0,1,1,12,2009
38,,1,"White",0,0,0,0,,18000,"Humanities",0,1,0,0,"White","South",1,1,1,38,0
37,39,1,"White",1,0,1,0,100000,55000,"Humanities",1,1,0,0,"White","South",0,1,1,37,2002
39,37,1,"White",0,0,1,0,55000,100000,"Business",1,1,0,0,"White","South",0,1,1,39,2002
29,,1,"Hispanic",1,0,1,1,,32700,"Social sciences",0,1,0,0,"White","South",1,1,1,29,0
53,51,1,"White",0,1,1,0,6600,37400,"Business",1,1,0,0,"White","South",0,1,1,44,1982
48,64,1,"White",1,1,1,0,24000,40000,"Humanities",1,1,1,0,"White","South",0,1,1,36,1994
27,,1,"White",0,0,0,0,,33000,"Social sciences",0,1,0,0,"White","South",1,1,1,27,0
49,42,1,"Hispanic",1,1,1,1,30000,30000,"Business",1,1,2,0,"White","South",0,1,1,45,2000
46,,1,"Hispanic",1,0,1,1,,35000,"Natural sciences",0,1,0,0,"White","South",1,1,1,46,0
34,32,1,"White",1,0,1,0,21900,55000,"Business",1,1,3,1,"White","South",0,1,1,34,2010
26,,1,"Black",0,0,0,0,,13700,"Natural sciences",0,1,0,0,"Black","South",1,1,1,26,0
30,,1,"White",0,0,1,0,,43500,"Business",0,1,0,0,"White","South",1,1,1,30,0
47,,0,"Other",1,1,0,0,,6000,"Humanities",0,1,1,0,"Other","South",0,1,1,11,2003
36,,1,"Black",1,0,1,0,,41100,"Public service",0,1,1,0,"Black","South",1,1,1,36,0
37,,1,"White",0,0,1,0,,66000,"Business",0,1,0,0,"White","South",1,1,1,37,0
27,31,1,"Hispanic",1,0,0,1,9000,4000,"Social sciences",1,1,0,0,"White","South",0,1,1,27,2010
31,27,0,"Hispanic",0,1,1,1,4000,9000,"Business",1,1,0,0,"White","South",0,1,1,1,2010
42,44,0,"Hispanic",1,1,1,1,5000,36000,"Humanities",1,1,4,0,"White","South",0,1,1,2,1990
47,,1,"White",1,0,1,0,,42000,"Social sciences",0,1,1,0,"White","South",0,1,1,47,1988
32,33,1,"Black",1,0,0,0,5000,28000,"Social sciences",1,1,3,2,"Black","South",0,1,1,32,2007
28,,1,"Hispanic",0,0,1,1,,55000,"Public service",0,1,0,0,"White","South",1,1,1,28,0
52,,1,"White",1,0,1,0,,42000,"Education",0,1,0,0,"White","South",0,1,1,52,1991
37,,1,"Black",1,0,1,0,,70000,"Engineering",0,1,0,0,"Black","South",1,1,1,37,0
39,,1,"Black",1,0,1,0,,23000,"Education",0,1,4,0,"Black","South",1,1,1,39,0
49,52,1,"White",1,0,1,0,110000,60000,"Education",1,1,1,1,"White","South",0,1,1,49,2005
52,49,1,"White",0,0,1,0,60000,110000,"Engineering",1,1,1,1,"White","South",0,1,1,52,2005
28,,1,"White",1,0,1,0,,29000,"Business",0,1,0,0,"White","South",1,1,1,28,0
31,36,1,"White",0,0,1,0,1000,100000,"Natural sciences",1,1,0,0,"White","South",0,1,1,31,2007
36,31,1,"White",1,0,0,0,100000,1000,"Business",1,1,0,0,"White","South",0,1,1,36,2007
26,,1,"White",1,0,1,0,,40000,"Business",0,1,0,0,"White","South",1,1,1,26,0
30,33,1,"White",0,0,1,0,4000,58000,"Social sciences",1,1,2,1,"White","South",0,1,1,30,2002
45,,1,"Black",0,0,1,0,,80000,"Engineering",0,1,0,0,"Black","South",0,1,1,45,2001
48,47,1,"White",1,0,1,0,42000,130000,"Public service",1,1,2,0,"White","South",0,1,1,48,1987
51,,1,"Black",1,0,1,0,,42000,"Business",0,1,0,0,"Black","South",1,1,1,51,0
47,47,1,"White",1,0,1,0,74700,53000,"Public service",1,1,0,0,"White","South",0,1,1,47,1989
26,,1,"White",1,0,1,0,,32000,"Education",0,1,0,0,"White","South",1,1,1,26,0
32,,1,"White",1,0,1,0,,45000,"Education",0,1,0,0,"White","South",1,1,1,32,0
49,48,1,"White",1,1,0,0,107000,40000,"Humanities",1,1,1,0,"White","South",0,1,1,25,1998
39,,1,"White",0,1,0,0,,2000,"Humanities",0,1,0,0,"White","South",0,1,1,13,2003
33,,1,"White",1,0,1,0,,37500,"Humanities",0,1,0,0,"White","South",1,1,1,33,0
33,36,1,"White",1,0,1,0,63000,35000,"Education",1,0,2,2,"White","South",0,1,1,33,2001
